neighbourhood,room_type,price,minimum_nights,availability_365,accommodates,District,rental_type,license_disclosed
Lansing Westgate,Entire home/apt,200,28,89,4,North York,Short-term rental,No
Willowdale East,Entire home/apt,318,1,303,6,North York,Short-term rental,Yes
Islington City Centre West,Entire home/apt,175,28,364,4,Etobicoke,Short-term rental,No
Brookhaven Amesbury,Private room,85,1,85,2,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,699,28,0,5,Toronto,Short-term rental,Yes
Casa Loma,Entire home/apt,150,5,85,3,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Private room,109,12,182,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,241,1,264,2,Toronto,Short-term rental,Yes
South Riverdale,Entire home/apt,206,28,320,2,Toronto,Short-term rental,Yes
Rosedale Moore Park,Entire home/apt,600,30,363,8,Toronto,Long-term rental,No
Mount Dennis,Private room,55,28,364,1,York,Short-term rental,Yes
Steeles,Entire home/apt,269,1,88,6,North York,Short-term rental,Yes
Mount Dennis,Private room,75,28,364,1,York,Short-term rental,Exempt
Waterfront Communities The Island,Entire home/apt,305,28,69,3,Toronto,Short-term rental,Yes
Trinity Bellwoods,Entire home/apt,283,1,60,6,Toronto,Short-term rental,Yes
Roncesvalles,Entire home/apt,110,3,319,2,Toronto,Short-term rental,Yes
Kensington Chinatown,Private room,69,1,47,2,Toronto,Short-term rental,Yes
Church Yonge Corridor,Entire home/apt,69,13,43,2,Toronto,Short-term rental,Yes
Dovercourt Wallace Emerson Junction,Entire home/apt,254,3,87,4,Toronto,Short-term rental,Yes
Corso Italia Davenport,Private room,50,29,282,1,Toronto,Long-term rental,No
Niagara,Entire home/apt,400,2,31,4,Toronto,Short-term rental,Yes
Islington City Centre West,Entire home/apt,699,2,262,8,Etobicoke,Short-term rental,Yes
Waterfront Communities The Island,Private room,92,2,30,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,250,28,262,2,Toronto,Short-term rental,No
Lansing Westgate,Entire home/apt,198,28,224,5,North York,Short-term rental,Yes
Mount Pleasant West,Entire home/apt,89,2,209,1,Toronto,Short-term rental,Yes
Dovercourt Wallace Emerson Junction,Entire home/apt,182,3,125,4,Toronto,Short-term rental,Yes
Willowdale East,Entire home/apt,139,30,364,3,North York,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,99,28,84,4,Toronto,Short-term rental,Yes
Palmerston Little Italy,Entire home/apt,125,28,364,2,Toronto,Short-term rental,Yes
Corso Italia Davenport,Private room,83,1,364,2,Toronto,Short-term rental,Yes
Mount Pleasant East,Entire home/apt,599,28,357,6,Toronto,Short-term rental,Exempt
Princess Rosethorn,Private room,59,28,364,1,Toronto,Short-term rental,No
Westminster Branson,Entire home/apt,222,2,322,6,North York,Short-term rental,Yes
Bathurst Manor,Entire home/apt,100,1,228,4,North York,Short-term rental,Yes
Victoria Village,Entire home/apt,90,28,364,3,North York,Short-term rental,No
Trinity Bellwoods,Private room,60,28,332,1,Toronto,Short-term rental,No
Lansing Westgate,Entire home/apt,149,28,55,5,North York,Short-term rental,Yes
Corso Italia Davenport,Private room,48,31,190,1,Toronto,Long-term rental,No
Corso Italia Davenport,Private room,46,29,364,1,Toronto,Long-term rental,No
Rexdale Kipling,Entire home/apt,252,28,0,10,Etobicoke,Short-term rental,Yes
Corso Italia Davenport,Private room,46,31,363,1,Toronto,Long-term rental,No
St Andrew Windfields,Private room,99,1,161,2,Toronto,Short-term rental,Yes
Tam O Shanter Sullivan,Entire home/apt,98,90,364,3,Scarborough,Long-term rental,No
Banbury Don Mills,Entire home/apt,243,28,268,10,North York,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,193,28,314,3,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,155,60,277,4,Toronto,Long-term rental,No
Flemingdon Park,Entire home/apt,285,28,268,3,North York,Short-term rental,No
Cabbagetown South St James Town,Entire home/apt,600,2,224,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,226,28,160,2,Toronto,Short-term rental,Yes
Annex,Entire home/apt,175,29,289,4,Toronto,Long-term rental,No
Keelesdale Eglinton West,Entire home/apt,130,28,156,4,Toronto,Short-term rental,No
Mimico (Includes Humber Bay Shores),Entire home/apt,110,28,149,4,Etobicoke,Short-term rental,No
Oakridge,Entire home/apt,199,2,180,4,Scarborough,Short-term rental,Yes
Roncesvalles,Entire home/apt,342,28,253,6,Toronto,Short-term rental,No
Rockcliffe Smythe,Private room,55,1,68,2,York,Short-term rental,Yes
Annex,Entire home/apt,63,28,238,2,Toronto,Short-term rental,No
Bay Street Corridor,Entire home/apt,162,1,167,3,Toronto,Short-term rental,Yes
High Park Swansea,Entire home/apt,150,60,251,2,Toronto,Long-term rental,No
Islington City Centre West,Private room,70,28,352,2,Etobicoke,Short-term rental,No
Rockcliffe Smythe,Private room,58,1,74,2,York,Short-term rental,Yes
High Park North,Entire home/apt,139,2,45,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,215,28,120,2,Toronto,Short-term rental,Yes
Roncesvalles,Entire home/apt,350,1,209,6,Toronto,Short-term rental,Yes
Roncesvalles,Entire home/apt,96,28,34,2,Toronto,Short-term rental,No
North St James Town,Private room,147,1,7,2,Toronto,Short-term rental,Yes
North St James Town,Entire home/apt,250,28,180,6,Toronto,Short-term rental,Yes
Annex,Entire home/apt,80,28,75,2,Toronto,Short-term rental,No
Trinity Bellwoods,Private room,60,28,335,1,Toronto,Short-term rental,No
Danforth East York,Entire home/apt,400,28,89,16,Toronto,Short-term rental,Exempt
South Parkdale,Private room,150,28,0,4,Toronto,Short-term rental,Yes
West Humber Clairville,Private room,153,2,73,4,Etobicoke,Short-term rental,Yes
Clanton Park,Entire home/apt,150,28,234,6,North York,Short-term rental,No
Princess Rosethorn,Private room,68,28,365,1,Toronto,Short-term rental,No
Church Yonge Corridor,Entire home/apt,200,2,20,3,Toronto,Short-term rental,Yes
Long Branch,Private room,76,1,111,2,Etobicoke,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,245,1,335,5,Toronto,Short-term rental,Yes
Woodbine Lumsden,Entire home/apt,97,28,68,4,Toronto,Short-term rental,No
Greenwood Coxwell,Entire home/apt,231,28,148,7,Toronto,Short-term rental,Yes
Kennedy Park,Private room,83,28,364,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,166,30,270,6,Toronto,Long-term rental,Yes
Alderwood,Entire home/apt,200,1,159,6,Etobicoke,Short-term rental,Yes
Annex,Entire home/apt,225,2,238,3,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,139,28,365,3,Toronto,Short-term rental,No
West Hill,Entire home/apt,102,30,180,4,Scarborough,Long-term rental,Exempt
Taylor Massey,Entire home/apt,429,1,294,4,Toronto,Short-term rental,Yes
St Andrew Windfields,Entire home/apt,425,1,205,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,120,28,0,2,Toronto,Short-term rental,No
Niagara,Entire home/apt,186,1,9,3,Toronto,Short-term rental,Yes
Downsview Roding Cfb,Private room,170,28,359,4,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,265,2,121,4,Toronto,Short-term rental,Yes
Steeles,Private room,102,1,88,2,North York,Short-term rental,Yes
Kennedy Park,Private room,40,30,364,1,Toronto,Long-term rental,Yes
Waterfront Communities The Island,Entire home/apt,350,28,284,4,Toronto,Short-term rental,No
Tam O Shanter Sullivan,Entire home/apt,118,2,0,4,Scarborough,Short-term rental,Yes
South Riverdale,Entire home/apt,449,28,130,7,Toronto,Short-term rental,Yes
Dufferin Grove,Private room,200,3,239,4,Toronto,Short-term rental,Yes
O Connor Parkview,Entire home/apt,125,28,365,2,East York,Short-term rental,No
Woodbine Corridor,Entire home/apt,314,1,0,5,Toronto,Short-term rental,Yes
Victoria Village,Private room,90,3,332,2,North York,Short-term rental,Yes
Kingsview Village The Westway,Entire home/apt,300,30,0,8,Etobicoke,Long-term rental,Yes
Bendale,Private room,60,28,158,2,Scarborough,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,242,1,314,3,Toronto,Short-term rental,Yes
Cliffcrest,Entire home/apt,124,2,72,3,Scarborough,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,193,28,274,4,Toronto,Short-term rental,Yes
Moss Park,Entire home/apt,100,28,365,3,Toronto,Short-term rental,No
Greenwood Coxwell,Entire home/apt,199,1,299,3,Toronto,Short-term rental,Yes
Willowdale East,Private room,61,2,142,2,North York,Short-term rental,Yes
Malvern,Private room,135,2,350,5,Scarborough,Short-term rental,Yes
Roncesvalles,Entire home/apt,150,1,46,2,Toronto,Short-term rental,Yes
Newtonbrook West,Shared room,60,28,364,2,North York,Short-term rental,Exempt
Newtonbrook West,Private room,64,28,179,2,North York,Short-term rental,Exempt
Willowdale East,Entire home/apt,408,28,66,4,North York,Short-term rental,Yes
Waterfront Communities The Island,Private room,181,1,80,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,330,2,342,6,Toronto,Short-term rental,Yes
Willowdale East,Entire home/apt,271,28,268,6,North York,Short-term rental,Yes
High Park Swansea,Entire home/apt,135,28,246,2,Toronto,Short-term rental,No
Trinity Bellwoods,Entire home/apt,222,1,301,4,Toronto,Short-term rental,Yes
High Park Swansea,Entire home/apt,250,28,365,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,147,2,19,3,Toronto,Short-term rental,Yes
North St James Town,Private room,134,28,150,2,Toronto,Short-term rental,Yes
Danforth,Private room,49,28,320,2,Toronto,Short-term rental,Yes
Agincourt North,Private room,46,1,48,2,Scarborough,Short-term rental,Yes
South Parkdale,Entire home/apt,160,1,326,6,Toronto,Short-term rental,Yes
Mount Olive Silverstone Jamestown,Private room,33,28,350,1,Toronto,Short-term rental,No
Dorset Park,Entire home/apt,149,28,70,6,Scarborough,Short-term rental,Yes
Birchcliffe Cliffside,Entire home/apt,1000,28,272,8,Scarborough,Short-term rental,No
Little Portugal,Private room,61,28,316,1,Toronto,Short-term rental,No
Rustic,Entire home/apt,93,1,289,2,Toronto,Short-term rental,Yes
Moss Park,Private room,114,1,19,2,Toronto,Short-term rental,Yes
Dufferin Grove,Entire home/apt,220,1,105,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,118,28,254,3,Toronto,Short-term rental,No
Cabbagetown South St James Town,Private room,105,1,242,1,Toronto,Short-term rental,Yes
Birchcliffe Cliffside,Entire home/apt,48,28,269,2,Scarborough,Short-term rental,Yes
Bathurst Manor,Entire home/apt,414,2,235,6,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,137,60,187,4,Toronto,Long-term rental,Yes
Roncesvalles,Private room,69,16,86,1,Toronto,Short-term rental,Yes
Little Portugal,Private room,51,28,306,1,Toronto,Short-term rental,No
Mount Dennis,Private room,65,1,360,1,York,Short-term rental,Yes
Mimico (Includes Humber Bay Shores),Entire home/apt,150,28,167,2,Etobicoke,Short-term rental,Yes
Annex,Entire home/apt,110,31,335,4,Toronto,Long-term rental,No
Willowdale West,Entire home/apt,199,28,141,4,North York,Short-term rental,Yes
Humber Heights Westmount,Entire home/apt,120,1,333,2,Etobicoke,Short-term rental,Yes
Niagara,Entire home/apt,299,28,0,2,Toronto,Short-term rental,No
Newtonbrook East,Private room,45,30,89,1,North York,Long-term rental,No
Palmerston Little Italy,Private room,159,1,27,3,Toronto,Short-term rental,Yes
Clanton Park,Entire home/apt,99,28,278,2,North York,Short-term rental,No
Banbury Don Mills,Private room,46,5,8,1,North York,Short-term rental,Yes
The Beaches,Entire home/apt,125,28,196,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,250,28,90,2,Toronto,Short-term rental,No
Steeles,Private room,112,1,90,2,North York,Short-term rental,Yes
Moss Park,Entire home/apt,150,45,365,4,Toronto,Long-term rental,No
Downsview Roding Cfb,Entire home/apt,115,2,0,3,North York,Short-term rental,Yes
Niagara,Entire home/apt,43,30,201,2,Toronto,Long-term rental,Yes
West Humber Clairville,Entire home/apt,250,1,60,8,Etobicoke,Short-term rental,Yes
Willowdale East,Entire home/apt,242,28,283,6,North York,Short-term rental,Yes
Willowdale East,Entire home/apt,388,1,283,6,North York,Short-term rental,Yes
Waterfront Communities The Island,Private room,114,30,46,1,Toronto,Long-term rental,No
Moss Park,Entire home/apt,125,28,180,4,Toronto,Short-term rental,No
Niagara,Entire home/apt,250,29,6,2,Toronto,Long-term rental,No
Regent Park,Entire home/apt,196,28,363,3,Toronto,Short-term rental,No
Mount Pleasant West,Private room,76,1,285,2,Toronto,Short-term rental,Yes
Steeles,Private room,92,1,90,2,North York,Short-term rental,Yes
South Parkdale,Private room,98,1,79,1,Toronto,Short-term rental,Yes
Church Yonge Corridor,Private room,129,2,77,1,Toronto,Short-term rental,Yes
Thistletown Beaumond Heights,Private room,55,28,247,2,Etobicoke,Short-term rental,Yes
Thistletown Beaumond Heights,Private room,59,28,227,2,Etobicoke,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,194,1,3,2,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,199,28,0,2,Toronto,Short-term rental,Yes
West Hill,Private room,40,1,365,1,Scarborough,Short-term rental,Yes
Willowridge Martingrove Richview,Private room,83,1,179,2,Etobicoke,Short-term rental,Yes
West Hill,Private room,41,1,343,1,Scarborough,Short-term rental,Yes
West Hill,Private room,45,1,365,1,Scarborough,Short-term rental,Yes
Old East York,Private room,98,2,365,10,East York,Short-term rental,Yes
Flemingdon Park,Entire home/apt,225,28,56,2,North York,Short-term rental,No
Banbury Don Mills,Private room,60,30,37,2,North York,Long-term rental,No
Little Portugal,Private room,56,28,279,1,Toronto,Short-term rental,No
Corso Italia Davenport,Entire home/apt,161,1,52,4,Toronto,Short-term rental,Yes
Mimico (Includes Humber Bay Shores),Entire home/apt,138,1,76,2,Etobicoke,Short-term rental,Yes
Trinity Bellwoods,Entire home/apt,154,28,301,4,Toronto,Short-term rental,Yes
Bay Street Corridor,Entire home/apt,135,28,361,2,Toronto,Short-term rental,Yes
Birchcliffe Cliffside,Private room,80,28,364,2,Scarborough,Short-term rental,No
Bridle Path Sunnybrook York Mills,Entire home/apt,250,28,332,6,North York,Short-term rental,No
Dovercourt Wallace Emerson Junction,Entire home/apt,72,28,297,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,250,28,174,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,100,28,153,4,Toronto,Short-term rental,Yes
West Hill,Private room,60,1,89,1,Scarborough,Short-term rental,Yes
South Parkdale,Entire home/apt,75,28,359,2,Toronto,Short-term rental,No
South Parkdale,Entire home/apt,230,1,360,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,150,1,221,4,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,120,28,165,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,241,28,365,4,Toronto,Short-term rental,No
Little Portugal,Entire home/apt,105,28,19,2,Toronto,Short-term rental,No
Niagara,Entire home/apt,250,1,69,2,Toronto,Short-term rental,Yes
South Riverdale,Entire home/apt,80,28,162,4,Toronto,Short-term rental,Yes
Mount Pleasant West,Private room,76,1,289,2,Toronto,Short-term rental,Yes
Princess Rosethorn,Entire home/apt,300,28,0,12,Toronto,Short-term rental,No
Dorset Park,Private room,55,3,282,1,Scarborough,Short-term rental,Yes
Willowdale East,Private room,71,1,89,2,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,154,28,322,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,475,1,322,6,Toronto,Short-term rental,Yes
Edenbridge Humber Valley,Entire home/apt,300,30,364,6,Toronto,Long-term rental,No
Niagara,Entire home/apt,130,28,303,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,239,3,281,4,Toronto,Short-term rental,Yes
Wychwood,Entire home/apt,180,28,151,4,Toronto,Short-term rental,No
South Parkdale,Private room,57,29,345,1,Toronto,Long-term rental,No
Princess Rosethorn,Private room,73,28,95,1,Toronto,Short-term rental,No
Don Valley Village,Entire home/apt,130,1,0,4,North York,Short-term rental,Yes
Niagara,Entire home/apt,359,28,365,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,329,28,365,3,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,360,28,318,6,Toronto,Short-term rental,Yes
Princess Rosethorn,Private room,72,28,95,1,Toronto,Short-term rental,No
Princess Rosethorn,Private room,92,28,95,1,Toronto,Short-term rental,No
Princess Rosethorn,Private room,70,28,95,1,Toronto,Short-term rental,No
Niagara,Entire home/apt,233,28,148,3,Toronto,Short-term rental,Yes
The Beaches,Entire home/apt,70,28,128,4,Toronto,Short-term rental,Yes
Lambton Baby Point,Entire home/apt,109,5,14,5,York,Short-term rental,Yes
Lawrence Park South,Entire home/apt,200,28,199,4,Toronto,Short-term rental,No
Church Yonge Corridor,Entire home/apt,203,2,17,2,Toronto,Short-term rental,Yes
The Beaches,Private room,40,28,166,1,Toronto,Short-term rental,Yes
Henry Farm,Entire home/apt,168,28,189,4,North York,Short-term rental,No
Church Yonge Corridor,Entire home/apt,312,28,90,6,Toronto,Short-term rental,No
Bayview Village,Entire home/apt,121,5,274,4,North York,Short-term rental,Yes
Corso Italia Davenport,Entire home/apt,255,28,68,4,Toronto,Short-term rental,Yes
Wychwood,Entire home/apt,250,6,39,4,Toronto,Short-term rental,Yes
Church Yonge Corridor,Entire home/apt,199,3,170,2,Toronto,Short-term rental,Yes
Mount Dennis,Private room,85,28,364,1,York,Short-term rental,Yes
Dovercourt Wallace Emerson Junction,Entire home/apt,241,28,313,6,Toronto,Short-term rental,No
Palmerston Little Italy,Entire home/apt,47,28,206,4,Toronto,Short-term rental,No
Dovercourt Wallace Emerson Junction,Private room,45,30,0,1,Toronto,Long-term rental,No
Forest Hill South,Entire home/apt,96,60,223,3,Toronto,Long-term rental,Yes
Princess Rosethorn,Private room,69,28,95,1,Toronto,Short-term rental,No
Etobicoke West Mall,Entire home/apt,82,2,19,2,Toronto,Short-term rental,Yes
Mount Pleasant West,Entire home/apt,166,1,19,3,Toronto,Short-term rental,Yes
Princess Rosethorn,Private room,72,28,95,1,Toronto,Short-term rental,No
Rockcliffe Smythe,Private room,41,28,52,1,York,Short-term rental,No
East End Danforth,Private room,206,1,282,4,Toronto,Short-term rental,Yes
Oakwood Village,Private room,70,1,342,1,York,Short-term rental,Yes
Little Portugal,Entire home/apt,194,1,44,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,268,28,169,2,Toronto,Short-term rental,Yes
Willowdale East,Private room,73,1,342,2,North York,Short-term rental,Yes
Newtonbrook East,Entire home/apt,90,28,347,2,North York,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,174,28,210,4,Toronto,Short-term rental,Yes
Flemingdon Park,Entire home/apt,155,28,348,2,North York,Short-term rental,No
Moss Park,Private room,117,1,319,2,Toronto,Short-term rental,Yes
Weston,Private room,72,28,364,1,York,Short-term rental,Yes
Weston,Private room,65,28,340,1,York,Short-term rental,Yes
Brookhaven Amesbury,Private room,75,28,364,2,North York,Short-term rental,Yes
Clanton Park,Entire home/apt,93,28,7,2,North York,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,234,5,305,2,Toronto,Short-term rental,Yes
East End Danforth,Entire home/apt,249,3,186,4,Toronto,Short-term rental,Yes
Taylor Massey,Entire home/apt,134,2,356,4,Toronto,Short-term rental,Yes
Woburn,Entire home/apt,132,28,301,2,Scarborough,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,100,28,52,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,133,28,34,3,Toronto,Short-term rental,No
Downsview Roding Cfb,Private room,50,29,67,2,North York,Long-term rental,No
Woodbine Lumsden,Entire home/apt,109,5,241,2,Toronto,Short-term rental,Yes
Newtonbrook East,Entire home/apt,30,15,293,2,North York,Short-term rental,Yes
Ionview,Private room,81,30,89,1,Scarborough,Long-term rental,No
Waterfront Communities The Island,Entire home/apt,97,60,126,2,Toronto,Long-term rental,No
Oakwood Village,Private room,80,3,342,1,York,Short-term rental,Yes
Bay Street Corridor,Entire home/apt,698,28,85,6,Toronto,Short-term rental,No
Trinity Bellwoods,Private room,89,1,33,2,Toronto,Short-term rental,Yes
Birchcliffe Cliffside,Entire home/apt,112,2,357,2,Scarborough,Short-term rental,Yes
South Parkdale,Entire home/apt,130,1,0,3,Toronto,Short-term rental,Yes
Clanton Park,Entire home/apt,99,28,241,2,North York,Short-term rental,No
Cabbagetown South St James Town,Entire home/apt,230,3,359,2,Toronto,Short-term rental,Yes
Trinity Bellwoods,Private room,50,1,35,1,Toronto,Short-term rental,Yes
Newtonbrook East,Private room,62,28,300,2,North York,Short-term rental,No
Bay Street Corridor,Entire home/apt,120,28,52,3,Toronto,Short-term rental,No
Newtonbrook East,Private room,62,28,334,2,North York,Short-term rental,No
Cabbagetown South St James Town,Private room,130,1,19,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,133,28,58,3,Toronto,Short-term rental,No
Long Branch,Entire home/apt,326,5,40,6,Etobicoke,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,109,32,259,2,Toronto,Long-term rental,No
Corso Italia Davenport,Private room,90,28,364,2,Toronto,Short-term rental,No
Mimico (Includes Humber Bay Shores),Entire home/apt,150,180,365,2,Etobicoke,Long-term rental,No
South Parkdale,Entire home/apt,100,28,179,2,Toronto,Short-term rental,No
Bay Street Corridor,Entire home/apt,148,28,96,2,Toronto,Short-term rental,Yes
Mount Pleasant West,Entire home/apt,170,28,269,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,41,30,112,4,Toronto,Long-term rental,No
South Parkdale,Entire home/apt,200,2,38,4,Toronto,Short-term rental,Yes
Rouge,Entire home/apt,340,28,358,11,Scarborough,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,133,28,29,8,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,331,2,194,4,Toronto,Short-term rental,Yes
Newtonbrook East,Private room,76,1,350,2,North York,Short-term rental,Yes
Humewood Cedarvale,Entire home/apt,159,28,180,6,York,Short-term rental,Yes
Bathurst Manor,Private room,70,2,90,2,North York,Short-term rental,Yes
Englemount Lawrence,Entire home/apt,236,2,353,4,Toronto,Short-term rental,Yes
West Humber Clairville,Private room,99,28,335,2,Etobicoke,Short-term rental,No
West Humber Clairville,Private room,99,28,355,2,Etobicoke,Short-term rental,No
Wexford Maryvale,Entire home/apt,135,3,96,6,Scarborough,Short-term rental,Yes
South Riverdale,Private room,102,1,107,2,Toronto,Short-term rental,Yes
Newtonbrook West,Private room,98,1,364,1,North York,Short-term rental,Yes
Brookhaven Amesbury,Private room,60,28,364,1,North York,Short-term rental,Yes
Pelmo Park Humberlea,Entire home/apt,180,2,230,5,North York,Short-term rental,Yes
Bay Street Corridor,Entire home/apt,128,28,52,3,Toronto,Short-term rental,No
Moss Park,Private room,86,1,58,1,Toronto,Short-term rental,Yes
Clanton Park,Entire home/apt,199,28,1,4,North York,Short-term rental,Yes
Palmerston Little Italy,Entire home/apt,1000,28,7,2,Toronto,Short-term rental,No
Dovercourt Wallace Emerson Junction,Entire home/apt,300,28,178,8,Toronto,Short-term rental,No
Oakwood Village,Entire home/apt,80,2,305,2,York,Short-term rental,Yes
Yorkdale Glen Park,Private room,67,28,222,1,North York,Short-term rental,No
Church Yonge Corridor,Entire home/apt,173,28,40,3,Toronto,Short-term rental,Yes
Oakwood Village,Entire home/apt,126,2,5,2,York,Short-term rental,Yes
York University Heights,Private room,50,28,191,3,North York,Short-term rental,No
Weston Pellam Park,Entire home/apt,250,3,235,6,York,Short-term rental,Yes
North Riverdale,Entire home/apt,250,28,37,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Private room,391,1,227,8,Toronto,Short-term rental,Yes
Oakridge,Entire home/apt,87,1,54,3,Scarborough,Short-term rental,Yes
Annex,Entire home/apt,599,28,365,5,Toronto,Short-term rental,Yes
Bridle Path Sunnybrook York Mills,Entire home/apt,139,28,274,5,North York,Short-term rental,No
South Parkdale,Entire home/apt,130,1,84,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,150,28,0,5,Toronto,Short-term rental,No
Islington City Centre West,Entire home/apt,150,28,155,1,Etobicoke,Short-term rental,Yes
Niagara,Entire home/apt,154,28,180,4,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,146,28,334,2,Toronto,Short-term rental,No
Rockcliffe Smythe,Entire home/apt,77,28,106,3,York,Short-term rental,No
Moss Park,Entire home/apt,326,2,83,4,Toronto,Short-term rental,Yes
Stonegate Queensway,Entire home/apt,295,5,232,5,Toronto,Short-term rental,Yes
York University Heights,Private room,48,28,67,2,North York,Short-term rental,No
Alderwood,Entire home/apt,180,1,250,4,Etobicoke,Short-term rental,Yes
Niagara,Entire home/apt,249,1,331,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,164,90,263,2,Toronto,Long-term rental,No
South Riverdale,Entire home/apt,126,28,78,4,Toronto,Short-term rental,Yes
South Riverdale,Entire home/apt,300,2,196,4,Toronto,Short-term rental,Yes
Dovercourt Wallace Emerson Junction,Private room,75,28,311,2,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,215,2,88,4,Toronto,Short-term rental,Yes
York University Heights,Private room,80,1,340,2,North York,Short-term rental,Yes
York University Heights,Private room,90,1,322,2,North York,Short-term rental,Yes
Stonegate Queensway,Private room,83,1,27,2,Toronto,Short-term rental,Yes
West Hill,Private room,70,1,74,1,Scarborough,Short-term rental,Yes
Blake Jones,Entire home/apt,139,3,89,4,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,120,28,329,2,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Private room,428,28,30,4,Toronto,Short-term rental,Yes
Pleasant View,Private room,33,28,311,1,North York,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,271,28,243,8,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,288,1,285,5,Toronto,Short-term rental,Yes
Dovercourt Wallace Emerson Junction,Entire home/apt,92,28,255,4,Toronto,Short-term rental,No
Waterfront Communities The Island,Entire home/apt,446,1,0,4,Toronto,Short-term rental,Yes
Niagara,Entire home/apt,296,1,16,5,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,188,1,95,3,Toronto,Short-term rental,Yes
Kennedy Park,Private room,32,28,315,1,Toronto,Short-term rental,No
Annex,Private room,125,1,88,2,Toronto,Short-term rental,Yes
Agincourt North,Entire home/apt,129,1,176,5,Scarborough,Short-term rental,Yes
Waterfront Communities The Island,Private room,165,1,314,2,Toronto,Short-term rental,Yes
Trinity Bellwoods,Entire home/apt,273,1,71,6,Toronto,Short-term rental,Yes
Woodbine Lumsden,Entire home/apt,150,28,362,6,Toronto,Short-term rental,Yes
Waterfront Communities The Island,Entire home/apt,225,28,228,2,Toronto,Short-term rental,No
Woodbine Lumsden,Entire home/apt,177,4,224,7,Toronto,Short-term rental,Yes
Annex,Entire home/apt,125,2,204,2,Toronto,Short-term rental,Yes
Bendale,Private room,33,28,33,1,Scarborough,Short-term rental,No
Waterfront Communities The Island,Private room,222,28,233,2,Toronto,Short-term rental,Yes
Woburn,Entire home/apt,177,3,37,2,Scarborough,Short-term rental,Yes
Bay Street Corridor,Entire home/apt,622,28,90,6,Toronto,Short-term rental,No
Bay Street Corridor,Entire home/apt,746,28,85,6,Toronto,Short-term rental,No
Waterfront Communities The Island,Private room,248,28,231,2,Toronto,Short-term rental,Yes
